"journal_entry_id","line_item","company_id","account_id","description","debit","credit"
4286,45,1,637,"AMAZON",159.61,0.0
4286,46,1,799,"AMAZON",0.0,159.61
4286,47,1,637,"AMAZON",124.19,0.0
4286,48,1,799,"AMAZON",0.0,124.19
4286,49,1,637,"AMAZON",921.2,0.0
4286,50,1,799,"AMAZON",0.0,921.2
4286,51,1,637,"AMAZON",820.07,0.0
4286,52,1,799,"AMAZON",0.0,820.07
4286,53,1,637,"AMAZON",305.21,0.0
4286,54,1,799,"AMAZON",0.0,305.21
4286,55,1,637,"AMAZON",389.16,0.0
4286,56,1,799,"AMAZON",0.0,389.16
4286,57,1,637,"MAYFAIR MARKET",1228.91,0.0
4286,58,1,799,"MAYFAIR MARKET",0.0,1228.91
4286,59,1,412,"Tax from annual fee",120.0,0.0
4286,60,1,799,"Tax from annual fee",0.0,120.0
4287,1,1,637,"LOS ANGELES",21.88,0.0
4287,2,1,637,"LOS ANGELES",83.38,0.0
4287,3,1,637,"LOS ANGELES",23.82,0.0
4287,4,1,637,"LOS ANGELES",224.25,0.0
4287,5,1,637,"LOS ANGELES",104.37,0.0
4287,6,1,637,"LOS ANGELES",93.62,0.0
4287,7,1,637,"LOS ANGELES",157.59,0.0
4287,8,1,637,"LOS ANGELES",103.6,0.0
4287,9,1,637,"LOS ANGELES",66.42,0.0
4287,10,1,637,"LOS ANGELES",224.7,0.0
4287,11,1,637,"LOS ANGELES",48.08,0.0
4287,12,1,637,"LOS ANGELES",221.55,0.0
4287,13,1,637,"LOS ANGELES",1067.11,0.0
4287,14,1,637,"LOS ANGELES",1287.98,0.0
4287,15,1,637,"LOS ANGELES",3951.12,0.0
4287,16,1,637,"LOS ANGELES",504.26,0.0
4287,17,1,637,"LOS ANGELES",586.48,0.0
4287,18,1,637,"LOS ANGELES",37.3,0.0
4287,19,1,637,"LOS ANGELES",257.37,0.0
4287,20,1,473,"LOS ANGELES",0.0,9064.88
4288,1,1,588,"Online Banking fee",220.0,0.0
4288,2,1,356,"Online Banking fee",0.0,220.0
4288,3,1,412,"Tax from online banking",35.2,0.0
4288,4,1,356,"Tax from online banking",0.0,35.2
4288,5,1,588,"Bank fee - wire transfer fee",444.3,0.0
4288,6,1,356,"Bank fee - wire transfer fee",0.0,444.3
4288,7,1,412,"Tax from wire transfer fees",71.09,0.0
4288,8,1,356,"Tax from wire transfer fees",0.0,71.09
4289,1,1,356,"Invoice Payment K 1038 Y 1039",158131.51,0.0
4289,2,1,780,"Invoice Payment K 1038",0.0,116480.0
4289,3,1,784,"Invoice K 1038",38962.21,0.0
4289,4,1,585,"Invoice K 1038",0.0,1520.0
4289,5,1,780,"Invoice K 1039",0.0,118400.0
4289,6,1,784,"Invoice K 1039",38962.21,0.0
4289,7,1,585,"Invoice K 1039",344.07,0.0
4290,1,1,476,"January '2015.",0.0,0.0
4291,1,1,409,"VAT Tax transfer January '2015.",468.02,0.0
4291,2,1,412,"VAT Tax transfer January '2015.",0.0,468.02
4292,1,1,409,"VAT Tax Transfer February´2015.",16231.37,0.0
4292,2,1,412,"VAT Tax Transfer February´2015.",0.0,16231.37
4293,1,1,409,"Tax Transfer between accounts DIC´2014.",192784.48,0.0
4293,2,1,412,"Tax Transfer between accounts DIC´2014.",0.0,192784.48
4294,1,1,797,"I-A 2020",100435.34,0.0
4294,2,1,817,"I-A 2020     ",16069.65,0.0
4294,3,1,356,"INT.41675009    March´2015",0.0,116504.99
4295,1,1,797,"I-A 2021",138842.13,0.0
4295,2,1,817,"I-A 2021     ",22214.74,0.0
4295,3,1,356,"INT.41675017    March´2015",0.0,161056.87
4296,1,1,797,"I-A 2044",139279.17,0.0
4296,2,1,817,"I-A 2044     ",22284.67,0.0
4296,3,1,356,"INT.19135009    March´2015",0.0,161563.84
4297,1,1,569,"Miscellaneous expenses",5000.0,0.0
4297,2,1,356,"CHQ.1084  xxx",0.0,5000.0
4298,1,1,799,"March'15",24051.0,0.0
4298,2,1,356,"INT.87033005   debit Card Pymnt 8085",0.0,24051.0
4299,1,1,569,"CHQ. 1085   xxx",12760.0,0.0
4299,2,1,356,"CHQ. 1085  xxx",0.0,12760.0
4300,1,1,569,"ComCast",770.0,0.0
4300,2,1,799,"ComCast",0.0,770.0
4300,3,1,637,"OASIS",59.99,0.0
4300,4,1,799,"OASIS",0.0,59.99
4300,5,1,637,"ZANKOU CHICKEN",280.47,0.0
4300,6,1,799,"ZANKOU CHICKEN",0.0,280.47
4300,7,1,637,"AMAZON",4184.97,0.0
4300,8,1,799,"AMAZON",0.0,4184.97
4300,9,1,637,"AMAZON",202.24,0.0
4300,10,1,799,"AMAZON",0.0,202.24
4300,11,1,637,"VEGAS SEAFOOD",563.38,0.0
4300,12,1,799,"VEGAS SEAFOOD",0.0,563.38
4300,13,1,637,"PP REANIMAC",1975.6,0.0
4300,14,1,799,"PP REANIMAC",0.0,1975.6
4300,15,1,637,"CVS PHARMACY",628.78,0.0
4300,16,1,799,"CVS PHARMACY",0.0,628.78
4300,17,1,637,"AMAZON",319.3,0.0
4300,18,1,799,"AMAZON",0.0,319.3
4300,19,1,637,"LOS BURRITOS",502.47,0.0
4300,20,1,799,"LOS BURRITOS",0.0,502.47
4300,21,1,637,"T MOBILE",2564.58,0.0
4300,22,1,799,"T MOBILE",0.0,2564.58
4300,23,1,637,"TOYS RUS",1592.83,0.0
4300,24,1,799,"TOYS RUS",0.0,1592.83
4300,25,1,637,"CACAO MEXICAT",490.25,0.0
4300,26,1,799,"CACAO MEXICAT",0.0,490.25
4300,27,1,637,"EL PALAC",1321.0,0.0
4300,28,1,799,"EL PALAC",0.0,1321.0
4300,29,1,637,"REST ESQ",308.2,0.0
4300,30,1,799,"REST ESQ",0.0,308.2
4300,31,1,637,"MUNDO MOD",206.0,0.0
4300,32,1,799,"MUNDO MOD",0.0,206.0
4300,33,1,569,"SUPER CENTER",263.91,0.0
4300,34,1,799,"SUPER CENTER",0.0,263.91
4300,35,1,637,"REST TABA",1670.95,0.0
4300,36,1,799,"REST TABA",0.0,1670.95
4300,37,1,637,"Eater-y",354.0,0.0
4300,38,1,799,"Eater-y",0.0,354.0
4300,39,1,637,"HOLLYWOOD BEAUTY",1525.67,0.0
4300,40,1,799,"HOLLYWOOD BEAUTY",0.0,1525.67
4301,1,1,780,"I-K1040",119840.0,0.0
4301,2,1,778,"I-K1040",0.0,119840.0
4301,3,1,819,"I-K1041",86108.8,0.0
4301,4,1,818,"I-K1041",0.0,86108.8
4301,5,1,819,"I-K1042",86108.8,0.0
4301,6,1,818,"I-K1042",0.0,86108.8
4302,1,1,588,"Online Banking fee",220.0,0.0
4302,2,1,356,"Online Banking fee",0.0,220.0
4302,3,1,817,"Tax from online banking",35.2,0.0
4302,4,1,356,"Tax from online banking",0.0,35.2
4302,5,1,588,"Bank fee - wire transfer fee",460.65,0.0
4302,6,1,356,"Bank fee - wire transfer fee",0.0,460.65
4302,7,1,817,"Tax from wire transfer fees",73.7,0.0
4302,8,1,356,"Tax from wire transfer fees",0.0,73.7
4303,1,1,356,"Invoice Payment K 1040",81828.36,0.0
4303,2,1,780,"Invoice Payment K 1040",0.0,119840.0
4303,3,1,784,"Invoice K 1040",40358.61,0.0
4303,4,1,585,"Invoice K 1040",0.0,2346.97
4304,1,1,569,"AT&T",2975.0,0.0
4304,2,1,640,"AT&T",0.0,2975.0
4305,1,1,797,"I-2139",100435.34,0.0
4305,2,1,817,"I-2139    ",16069.65,0.0
4305,3,1,356,"INT.70682009  April´2015",0.0,116504.99
4306,1,1,799,"Entry Apr '15",19784.0,0.0
4306,2,1,356,"INT.85867006  debit Card Pymnt 8085  April´2015.",0.0,19784.0
4307,1,1,819,"I-K1043",85881.6,0.0
4307,2,1,818,"I-K1043",0.0,85881.6
4307,3,1,780,"I-K1044",120960.0,0.0
4307,4,1,778,"I-K1041",0.0,120960.0
4308,1,1,569,"ComCast",773.0,0.0
4308,2,1,799,"ComCast",0.0,773.0
4308,3,1,637,"AMAZON",853.5,0.0
4308,4,1,799,"AMAZON",0.0,853.5
4308,5,1,637,"AMAZON",498.75,0.0
4308,6,1,799,"AMAZON",0.0,498.75
4308,7,1,637,"FREDERI",1602.79,0.0
4308,8,1,799,"FREDERI",0.0,1602.79
4308,9,1,637,"AMAZON",264.1,0.0
4308,10,1,799,"AMAZON",0.0,264.1
4308,11,1,637,"AMAZON",565.2,0.0
4308,12,1,799,"AMAZON",0.0,565.2
4308,13,1,637,"JetBlue",5374.0,0.0
4308,14,1,799,"JetBlue",0.0,5374.0
4308,15,1,637,"JC PENNEY",1362.14,0.0
4308,16,1,799,"JC PENNEY",0.0,1362.14
4308,17,1,637,"CVS PHARMACY",1576.1,0.0
4308,18,1,799,"CVS PHARMACY",0.0,1576.1
4308,19,1,637,"CALLE TAC",185.37,0.0
4308,20,1,799,"CALLE TAC",0.0,185.37
4308,21,1,769,"ASI ARENAL",176.21,0.0
4308,22,1,799,"ASI ARENAL",0.0,176.21
4308,23,1,769,"ASI ARENAL",143.33,0.0
4308,24,1,799,"ASI ARENAL",0.0,143.33
4308,25,1,769,"HOTEL CARLOS V",14523.56,0.0
4308,26,1,799,"HOTEL CARLOS V",0.0,14523.56
4308,27,1,769,"002 T4 M",314.73,0.0
4308,28,1,799,"002 T4 M",0.0,314.73
4308,29,1,769,"Rest. AMAYA",542.69,0.0
4308,30,1,799,"Rest. AMAYA",0.0,542.69
4308,31,1,769,"Restaurant BATLLO BOTIGA",1707.36,0.0
4308,32,1,799,"Restaurant BATLLO BOTIGA",0.0,1707.36
4308,33,1,769,"Corporate Gifts",1497.4,0.0
4308,34,1,799,"Corporate Gifts",0.0,1497.4
4308,35,1,769,"TAPA XIRINGUITO",594.21,0.0
4308,36,1,799,"TAPA XIRINGUITO",0.0,594.21
4308,37,1,769,"Meatery",1200.87,0.0
4308,38,1,799,"Meatery",0.0,1200.87
4308,39,1,769,"Meals",1333.09,0.0
4308,40,1,799,"Meals",0.0,1333.09
4309,1,1,769,"ASI ANGEL",353.0,0.0
4309,2,1,769,"Supermarket",164.0,0.0
4309,3,1,769,"LOS GALAYOS",1026.0,0.0
4309,4,1,769,"ASI ANGEL",141.0,0.0
4309,5,1,769,"Meals",352.0,0.0
4309,6,1,769,"JAMON 55",565.0,0.0
4309,7,1,769,"NATAS BELEM",56.0,0.0
4309,8,1,769,"Retaurant",67.0,0.0
4309,9,1,769,"NEBRASKA",57.0,0.0
4309,10,1,769,"ChocShop SAN GIN",107.0,0.0
4309,11,1,769,"Cookies",64.0,0.0
4309,12,1,769,"BODEGON FRANGSCHELA",1209.0,0.0
4309,13,1,769,"TAXI MADRID",66.0,0.0
4309,14,1,769,"SABADELL",798.0,0.0
4309,15,1,769,"Rest. ANTONIO II",293.0,0.0
4309,16,1,769,"TAXI",86.0,0.0
4309,17,1,769,"TAXI BARCELONA",541.0,0.0
4309,18,1,769,"TAXI MADRID",499.0,0.0
4309,19,1,769,"GARGAL HOTELS",95.0,0.0
4309,20,1,769,"Cake Shop",275.0,0.0
4309,21,1,769,"TELEFERIC MONTJUIC",130.0,0.0
4309,22,1,769,"TELEFERIC MONTJUIC",130.0,0.0
4309,23,1,769,"CASTILLO MONT JUIC",167.0,0.0
4309,24,1,769,"AFIPARC",100.0,0.0
4309,25,1,769,"CAIXA",3398.0,0.0
4309,26,1,769,"SINNOM",375.0,0.0
4309,27,1,769,"SERVI TAXI",87.0,0.0
4309,28,1,769,"FERUI Repairs",318.0,0.0
4309,29,1,769,"SERVI TAXI",625.0,0.0
4309,30,1,769,"MCDONALD'S",94.0,0.0
4309,31,1,769,"RYO ASIAN",377.0,0.0
4309,32,1,769,"Airport Madrid",53.0,0.0
4309,33,1,769,"HUDSON NEWS",44.0,0.0
4309,34,1,356,"ATM Withdrawal",0.0,4194.71
4309,35,1,356,"ATM Withdrawal",0.0,4234.24
4309,36,1,356,"ATM Withdrawal",0.0,3449.4
4309,37,1,640,"Spain Travel Expenses",0.0,833.65
4310,1,1,569,"AT&T",1005.0,0.0
4310,2,1,640,"AT&T",0.0,1005.0
4310,3,1,569,"AT&T",8560.86,0.0
4310,4,1,640,"AT&T",0.0,8560.86
4310,5,1,576,"Car fees",356.9,0.0
4310,6,1,817,"Car fees",57.1,0.0
4310,7,1,640,"Car fees",0.0,414.0
4311,1,1,588,"Bank fee - checkbook",30.0,0.0
4311,2,1,356,"Bank fee - checkbook",0.0,30.0
4311,3,1,817,"Tax from checkbook fees",4.8,0.0
4311,4,1,356,"Tax from checkbook fees",0.0,4.8
4311,5,1,588,"Online Banking fee",220.0,0.0
4311,6,1,356,"Online Banking fee",0.0,220.0
4311,7,1,817,"Tax from online banking",35.2,0.0
4311,8,1,356,"Tax from online banking",0.0,35.2
4311,9,1,588,"Bank fee - wire transfer fee",459.15,0.0
4311,10,1,356,"Bank fee - wire transfer fee",0.0,459.15
4311,11,1,817,"Tax from wire transfer fees",73.46,0.0
4311,12,1,356,"Tax from wire transfer fees",0.0,73.46
4311,13,1,588,"Tax from ATM other banks withdrawal",54.18,0.0
4311,14,1,356,"Tax from ATM other banks withdrawal",0.0,54.18
4311,15,1,817,"Tax from ATM other banks withdrawal",8.66,0.0
4311,16,1,356,"Tax from ATM other banks withdrawal",0.0,8.66
4311,17,1,588,"Bank fee- ATM from different bank",53.86,0.0
4311,18,1,356,"Bank fee- ATM from different bank",0.0,53.86
4311,19,1,817,"Tax from ATM other banks withdrawal",8.61,0.0
4311,20,1,356,"Tax from ATM other banks withdrawal",0.0,8.61
4311,21,1,588,"Bank fee- ATM from different bank",22.93,0.0
4311,22,1,356,"Bank fee- ATM from different bank",0.0,22.93
4311,23,1,817,"Tax from ATM other banks withdrawal",3.66,0.0
4311,24,1,356,"Tax from ATM other banks withdrawal",0.0,3.66
4311,25,1,817,"Bank fee- ATM from different bank",53.51,0.0
4311,26,1,356,"Bank fee- ATM from different bank",0.0,53.51
4311,27,1,817,"Tax from ATM other banks withdrawal",8.56,0.0
4311,28,1,356,"Tax from ATM other banks withdrawal",0.0,8.56
4311,29,1,588,"Bank fee - wire transfer fee",460.05,0.0
4311,30,1,356,"Bank fee - wire transfer fee",0.0,460.05
4311,31,1,817,"Tax from wire transfer fees",73.61,0.0
4311,32,1,356,"Tax from wire transfer fees",0.0,73.61
4312,1,1,356,"Invoice Payment K 1041,1042,1043",220954.01,0.0
4312,2,1,819,"Invoice Payment K 1041",0.0,86108.8
4312,3,1,820,"Invoice K 1041",12993.0,0.0
4312,4,1,585,"Invoice K 1041",0.0,511.2
4312,5,1,819,"Invoice K 1042",0.0,86108.8
4312,6,1,820,"Invoice K 1042",12993.0,0.0
4312,7,1,585,"Invoice K 1042",0.0,511.2
4312,8,1,819,"Invoice K 1043",0.0,85881.6
4312,9,1,820,"Invoice K 1043",12993.0,0.0
4312,10,1,589,"Invoice K 1043",0.0,811.41
4313,1,1,356,"Invoice Payment K 1044",79209.46,0.0
4313,2,1,780,"Invoice Payment K 1044",0.0,120960.0
4313,3,1,784,"Invoice K 1044",39048.76,0.0
4313,4,1,589,"Invoice K 1044",2701.78,0.0
4314,1,1,799,"May '15",35089.0,0.0
4314,2,1,356,"INT.25310006  debit Card Pymnt 8085  May ´2015.",0.0,35089.0
4315,1,1,797,"I-2170",43103.45,0.0
4315,2,1,817,"I-2170    ",6896.55,0.0
4315,3,1,356,"INT.61190012  May ´2015",0.0,50000.0
4316,1,1,797,"I-2165",86206.9,0.0
4316,2,1,817,"I-2165    ",13793.1,0.0
4316,3,1,356,"INT.61151009  May ´2015",0.0,100000.0
4317,1,1,819,"I-K1046",87983.2,0.0
4317,2,1,818,"I-K1046",0.0,87983.2
4317,3,1,780,"I-K1045",123920.0,0.0
4317,4,1,778,"I-K1045",0.0,123920.0
4318,1,1,588,"Online Banking fee",220.0,0.0
4318,2,1,356,"Online Banking fee",0.0,220.0
4318,3,1,817,"Tax from online banking",35.2,0.0
4318,4,1,356,"Tax from online banking",0.0,35.2
4318,5,1,588,"Bank fee - wire transfer fee",455.7,0.0
4318,6,1,356,"Bank fee - wire transfer fee",0.0,455.7
4318,7,1,817,"Tax from wire transfer fees",72.91,0.0
4318,8,1,356,"Tax from wire transfer fees",0.0,72.91
4319,1,1,706,"GastroPub",475.86,0.0
4319,2,1,817,"GastroPub",76.14,0.0
4319,3,1,706,"GastroPub",82.8,0.0
4319,4,1,356,"GastroPub",0.0,634.8
4319,5,1,706,"Meat Country",832.76,0.0
4319,6,1,817,"Meat Country",133.24,0.0
4319,7,1,706,"Meat Country",144.9,0.0
4319,8,1,356,"Meat Country",0.0,1110.9
4319,9,1,637,"SUPERMARK",1436.87,0.0
4319,10,1,356,"SUPERMARK",0.0,1436.87
4320,1,1,569,"ComCast",806.0,0.0
4320,2,1,799,"ComCast",0.0,806.0
4320,3,1,769,"MELIA CONFORT APOLO",10109.3,0.0
4320,4,1,799,"MELIA CONFORT APOLO",0.0,10109.3
4320,5,1,637,"AMAZON",418.4,0.0
4320,6,1,799,"AMAZON",0.0,418.4
4320,7,1,637,"AMAZON",169.63,0.0
4320,8,1,799,"AMAZON",0.0,169.63
4320,9,1,637,"SEÑOR FROGS",1038.04,0.0
4320,10,1,799,"SEÑOR FROGS",0.0,1038.04
4320,11,1,637,"CAJUN KITCHEN ",260.0,0.0
4320,12,1,799,"CAJUN KITCHEN ",0.0,260.0
4320,13,1,637,"AMAZON",230.76,0.0
4320,14,1,799,"AMAZON",0.0,230.76
4320,15,1,637,"AMAZON",167.98,0.0
4320,16,1,799,"AMAZON",0.0,167.98
4320,17,1,637,"AMAZON",764.48,0.0
4320,18,1,799,"AMAZON",0.0,764.48
4320,19,1,637,"AMAZON",668.31,0.0
4320,20,1,799,"AMAZON",0.0,668.31
4320,21,1,637,"AMAZON",428.51,0.0
4320,22,1,799,"AMAZON",0.0,428.51
4320,23,1,637,"AMAZON",199.85,0.0
4320,24,1,799,"AMAZON",0.0,199.85
4320,25,1,637,"DALLAS-MINNEAPOLIS",26217.0,0.0
4320,26,1,799,"DALLAS-MINNEAPOLIS",0.0,26217.0
4320,27,1,772,"Inbound-BRASIL",24207.0,0.0
4320,28,1,799,"Inbound-BRASIL",0.0,24207.0
4321,1,1,569,"AT&T",1005.0,0.0
4321,2,1,640,"AT&T",0.0,1005.0
